tenure_months,monthly_charges,total_purchases,avg_order_value,num_support_tickets,days_since_last_purchase,is_premium_member,num_returns,app_sessions_per_week,email_open_rate,discount_usage_rate,churn
9.4,45.67,7,52.85,0,9.8,1,0,5.53,0.696,0.15,0
46.6,46.54,16,21.74,1,33.4,0,2,2.63,0.367,0.283,0
9.3,61.15,1,37.73,0,2.8,1,1,2.88,0.262,0.125,0
6.6,41.72,2,53.98,0,18.4,0,0,2.75,0.088,0.325,1
2.5,22.46,0,62.87,2,35.4,0,0,4.0,0.127,0.324,1
6.9,34.6,2,14.61,0,4.6,0,2,2.22,0.362,0.267,0
34.6,38.72,18,34.35,1,32.4,0,1,7.35,0.145,0.383,0
16.0,30.58,10,42.57,2,7.3,0,0,9.65,0.425,0.287,0
16.0,48.41,5,38.15,0,10.3,0,0,12.28,0.519,0.059,0
7.3,47.55,0,28.65,1,27.8,1,0,3.34,0.288,0.201,1
31.0,46.62,14,12.1,1,34.7,0,2,0.8,0.154,0.356,0
20.2,28.84,10,35.86,3,7.2,0,2,0.9,0.313,0.238,1
9.5,47.34,2,18.61,3,5.0,1,0,3.12,0.523,0.38,0
5.8,68.19,4,35.83,1,16.4,1,1,1.93,0.105,0.293,1
12.8,50.3,4,51.8,0,17.2,0,2,3.16,0.532,0.101,0
6.2,64.3,4,54.31,1,1.8,0,0,6.25,0.081,0.531,0
11.7,46.96,9,45.47,0,16.8,1,0,5.75,0.025,0.174,0
14.9,33.53,5,68.87,1,20.2,1,0,4.55,0.396,0.469,0
7.6,60.49,9,63.87,0,2.1,1,1,3.94,0.142,0.422,1
1.1,19.67,0,21.99,1,33.9,0,0,5.44,0.506,0.198,0
18.5,34.95,9,39.03,1,13.9,0,1,5.97,0.318,0.448,0
7.8,42.46,4,58.66,0,18.4,1,0,2.66,0.298,0.163,0
14.8,56.75,4,50.56,0,14.6,1,1,2.55,0.354,0.093,0
12.1,67.94,4,56.39,0,13.2,0,1,4.76,0.494,0.137,0
41.4,60.24,15,40.26,1,7.1,1,0,3.78,0.476,0.383,0
13.7,58.43,4,5.0,1,9.1,1,0,2.21,0.266,0.485,0
25.9,60.56,10,56.76,1,24.9,1,1,1.63,0.032,0.673,0
9.9,63.07,4,44.22,1,20.0,1,0,5.27,0.464,0.104,0
6.3,24.52,2,25.84,0,18.7,0,0,1.21,0.157,0.085,1
19.1,84.69,15,33.53,1,32.5,1,1,2.9,0.383,0.372,0
7.3,64.97,2,43.73,1,15.4,0,0,1.67,0.651,0.502,1
22.8,41.74,9,17.36,2,7.2,0,1,3.8,0.789,0.083,0
4.5,51.68,0,62.47,1,18.0,0,0,6.25,0.283,0.223,0
17.3,21.36,10,33.31,2,30.2,1,0,4.72,0.509,0.461,0
13.4,40.32,4,23.06,2,42.8,0,0,9.23,0.297,0.25,0
36.1,38.84,21,65.32,1,13.6,1,0,5.81,0.247,0.051,0
18.6,37.36,8,20.21,3,8.8,1,2,4.97,0.254,0.422,0
12.2,59.66,3,28.28,1,37.9,0,0,10.14,0.682,0.215,0
24.0,46.88,9,40.37,2,11.0,1,0,5.34,0.133,0.227,0
1.1,23.5,1,38.54,0,66.8,0,0,5.9,0.817,0.288,0
20.3,23.84,7,36.18,3,11.3,1,0,1.39,0.018,0.26,0
21.6,9.63,13,41.67,2,86.0,1,1,3.02,0.396,0.12,0
23.4,60.83,10,33.87,2,2.1,0,1,0.53,0.613,0.098,0
22.2,40.96,8,25.31,0,8.5,0,2,0.91,0.239,0.048,0
19.7,58.58,7,75.69,2,6.5,0,2,1.99,0.602,0.332,0
10.3,101.52,0,67.91,4,101.6,1,0,4.66,0.434,0.421,0
15.2,28.82,8,31.07,1,39.1,0,0,1.99,0.27,0.305,1
8.1,50.89,5,26.08,2,26.8,1,0,1.07,0.29,0.416,1
6.7,70.98,3,47.28,0,49.9,0,1,2.52,0.739,0.405,0
10.6,36.2,3,41.15,1,49.5,1,0,5.17,0.694,0.241,0
11.7,38.89,6,5.0,1,4.4,0,1,5.06,0.636,0.211,0
17.9,54.55,7,28.71,2,8.3,1,2,2.44,0.428,0.152,0
32.4,90.77,18,5.0,2,1.0,0,2,6.11,0.346,0.231,0
25.6,56.45,15,28.65,2,7.4,0,1,2.63,0.259,0.416,0
16.9,29.83,11,48.31,3,25.0,0,1,1.7,0.508,0.504,0
29.7,32.01,18,42.66,3,25.0,0,0,9.01,0.196,0.273,0
13.8,36.21,3,7.64,2,11.8,1,2,4.33,0.437,0.486,0
19.9,12.25,11,33.25,1,3.7,0,0,6.08,0.118,0.229,0
10.3,42.13,5,43.88,1,0.9,0,1,5.77,0.404,0.34,0
13.5,45.13,5,53.94,1,5.7,0,2,3.87,0.13,0.133,1
11.1,45.83,1,39.05,0,1.7,1,0,2.49,0.24,0.408,0
3.0,18.9,1,43.02,0,92.9,0,0,2.13,0.326,0.103,0
3.1,51.22,3,29.22,0,3.2,0,3,4.87,0.116,0.102,1
4.1,27.29,2,28.94,1,33.4,1,2,1.36,0.195,0.726,0
17.0,40.7,10,30.34,0,9.3,0,1,0.31,0.332,0.115,0
32.9,31.63,14,38.26,5,19.3,1,0,5.78,0.653,0.029,0
29.7,65.78,15,14.0,2,15.4,0,0,6.93,0.649,0.098,0
20.1,32.67,12,19.2,2,1.2,0,0,1.96,0.434,0.295,1
8.9,69.22,0,44.36,1,47.4,0,1,2.79,0.567,0.122,1
6.5,47.45,3,36.2,0,46.1,1,0,2.79,0.363,0.445,1
14.8,52.56,9,23.23,3,7.1,1,0,3.06,0.443,0.349,0
8.7,46.5,4,38.9,0,2.9,0,0,1.16,0.386,0.158,0
3.7,29.66,2,27.73,5,2.1,0,0,4.54,0.573,0.398,1
5.7,52.31,6,43.34,1,37.2,0,0,7.14,0.548,0.149,0
10.2,37.26,4,40.19,1,17.5,1,0,4.59,0.387,0.379,0
32.2,50.72,20,34.89,3,9.4,0,0,6.56,0.334,0.057,0
2.6,55.87,2,21.33,1,8.3,0,1,5.1,0.513,0.441,0
4.6,79.33,1,25.68,0,15.8,0,2,5.08,0.391,0.33,1
10.9,53.48,6,27.37,0,6.3,1,2,4.11,0.115,0.254,0
7.2,62.22,4,20.62,4,0.4,0,2,6.63,0.33,0.359,1
18.4,56.89,5,38.95,3,10.7,0,1,0.87,0.408,0.053,0
11.2,40.95,8,41.8,0,41.8,1,1,4.91,0.051,0.211,1
3.7,57.22,1,54.26,0,32.5,0,0,0.63,0.639,0.457,0
8.9,42.76,2,36.19,0,48.5,0,2,1.19,0.381,0.475,0
15.3,37.57,9,38.63,1,21.8,0,0,4.1,0.249,0.153,1
21.7,25.38,12,26.16,1,1.0,1,1,5.73,0.55,0.405,0
4.6,56.75,2,34.39,4,12.6,0,0,9.69,0.406,0.383,0
16.1,34.77,8,43.84,1,0.4,0,1,3.07,0.168,0.213,1
10.5,56.31,9,36.65,0,70.0,0,0,5.73,0.14,0.44,1
29.5,45.08,9,71.1,2,22.9,0,0,4.09,0.289,0.715,0
9.0,39.88,1,24.9,1,0.3,1,2,2.14,0.604,0.317,1
3.7,29.46,2,12.71,0,65.6,0,1,3.1,0.581,0.272,1
7.6,68.41,2,25.48,2,9.3,1,0,2.12,0.58,0.249,0
2.1,37.93,2,61.37,1,3.2,0,0,1.55,0.691,0.358,1
2.6,73.56,2,59.41,0,26.1,0,2,3.19,0.168,0.257,0
18.5,30.27,13,33.28,1,3.3,0,0,6.0,0.24,0.253,0
17.1,72.14,7,39.15,1,5.0,0,0,7.42,0.527,0.252,1
19.3,46.51,9,54.0,0,1.8,0,2,5.17,0.333,0.263,0
8.2,60.49,4,55.88,2,24.2,0,1,6.23,0.155,0.115,1
5.8,21.59,2,5.0,0,4.8,0,0,4.62,0.154,0.582,0
51.6,21.5,32,42.89,0,33.8,1,0,3.12,0.626,0.256,0
14.7,49.64,9,60.52,1,19.4,1,2,5.73,0.261,0.296,0
5.2,26.75,2,44.57,0,9.9,1,1,6.62,0.775,0.471,0
35.1,68.92,10,9.99,2,71.5,0,2,0.62,0.481,0.39,0
31.7,51.55,21,70.82,1,4.4,0,0,5.65,0.432,0.198,0
20.7,33.4,20,48.56,3,28.7,1,0,7.48,0.318,0.173,0
11.6,28.44,12,16.4,1,3.3,0,0,1.22,0.14,0.129,0
6.6,39.81,2,29.88,1,5.0,0,1,4.98,0.123,0.371,1
9.3,34.78,9,49.18,2,2.7,1,1,2.48,0.538,0.449,0
28.8,53.92,16,32.1,1,54.9,0,0,1.73,0.905,0.153,1
7.3,43.62,6,58.64,2,12.9,0,0,1.3,0.478,0.191,0
4.4,66.03,2,51.44,0,36.3,1,0,2.94,0.452,0.457,0
20.5,56.38,8,45.16,0,1.2,0,0,1.92,0.515,0.376,0
12.8,29.39,6,25.42,2,17.5,0,1,7.41,0.74,0.509,0
7.6,37.34,0,43.18,0,12.0,0,2,7.47,0.428,0.197,0
8.2,29.44,3,70.32,1,87.4,1,2,0.87,0.115,0.558,0
1.5,29.45,0,48.07,0,31.5,1,0,5.16,0.216,0.257,1
8.6,12.68,6,49.24,4,52.5,0,1,7.49,0.242,0.352,1
27.0,61.94,13,17.49,0,12.9,0,0,0.79,0.104,0.124,0
5.9,68.26,4,32.48,1,33.3,1,3,11.48,0.635,0.344,1
57.2,27.22,25,38.77,1,4.7,0,0,1.64,0.516,0.178,0
13.0,25.41,9,39.36,3,24.2,0,0,1.29,0.418,0.444,0
3.4,55.1,0,53.35,2,70.4,0,0,5.28,0.242,0.417,1
15.7,30.25,6,21.2,1,18.9,0,0,2.67,0.52,0.328,0
5.9,67.93,1,42.07,0,0.4,0,0,1.57,0.558,0.059,0
20.8,32.1,11,40.17,2,8.5,0,0,3.16,0.43,0.239,0
30.1,6.51,9,58.94,2,18.1,0,0,6.17,0.326,0.185,0
23.8,42.66,14,41.9,0,2.5,0,0,1.25,0.824,0.288,0
23.5,34.34,16,30.0,2,10.3,0,0,3.39,0.725,0.504,0
9.3,47.65,3,6.54,1,12.0,0,0,1.67,0.596,0.471,0
6.0,38.72,2,35.89,3,42.3,1,1,9.13,0.426,0.231,0
19.1,55.38,9,38.66,0,16.9,0,0,2.13,0.196,0.136,0
6.4,52.62,2,36.49,0,15.9,0,0,1.96,0.353,0.316,0
9.6,50.86,4,57.37,0,9.1,1,0,3.43,0.253,0.087,0
6.7,48.43,1,48.4,1,9.7,0,0,3.08,0.324,0.257,1
7.4,44.99,2,30.41,1,16.6,0,1,2.14,0.221,0.274,0
20.2,19.85,16,29.6,4,3.6,1,0,5.21,0.442,0.064,0
7.0,52.01,4,40.75,1,12.6,0,1,4.12,0.334,0.36,0
20.5,58.18,15,21.86,1,14.2,1,0,0.82,0.274,0.131,0
30.0,51.28,16,34.69,1,23.2,1,0,0.66,0.409,0.539,0
8.4,41.37,2,37.93,0,18.1,0,0,2.81,0.458,0.666,0
5.1,55.63,3,27.07,1,7.9,0,0,2.83,0.295,0.102,0
26.0,49.26,9,34.54,2,15.1,0,0,5.83,0.491,0.089,0
16.4,57.78,7,25.35,3,0.4,1,0,8.28,0.363,0.484,0
6.8,43.42,6,76.13,1,23.3,0,1,0.95,0.266,0.053,0
10.0,19.31,4,63.41,0,5.3,1,0,3.58,0.597,0.141,0
17.4,41.78,13,33.56,2,35.8,1,0,3.76,0.386,0.052,0
3.0,27.92,2,22.86,4,25.7,0,0,4.62,0.211,0.35,1
38.7,36.65,16,5.0,3,3.5,0,0,6.42,0.613,0.587,0
24.6,46.56,10,16.56,1,7.8,0,0,3.28,0.594,0.081,0
13.2,62.82,6,52.32,1,27.5,0,0,4.38,0.686,0.264,0
37.4,56.99,21,36.0,2,24.4,1,0,5.95,0.108,0.239,0
33.4,48.76,24,42.01,0,15.5,0,1,4.36,0.267,0.057,0
11.3,67.47,3,46.52,4,7.0,1,2,2.05,0.385,0.283,1
10.6,45.85,7,31.42,0,14.8,1,0,2.65,0.085,0.312,0
10.9,48.64,10,55.09,1,95.3,1,0,3.96,0.233,0.227,1
19.6,38.18,9,45.62,0,10.3,0,0,4.16,0.28,0.102,0
18.5,25.75,8,35.15,1,14.9,0,0,4.93,0.741,0.488,0
2.0,55.02,1,36.59,1,32.5,1,1,5.73,0.331,0.53,0
17.6,16.77,9,54.77,2,0.6,0,0,1.03,0.391,0.664,0
17.5,28.24,12,50.05,5,49.8,1,1,4.09,0.641,0.318,0
11.0,48.2,10,15.9,0,37.6,0,0,3.59,0.745,0.364,0
13.8,29.72,5,56.76,0,15.9,0,1,1.45,0.514,0.114,0
2.5,45.32,0,42.45,2,15.3,0,2,6.21,0.543,0.322,0
4.3,47.65,6,31.67,2,48.8,1,0,4.65,0.487,0.237,0
6.4,34.91,2,24.68,1,24.4,0,1,1.15,0.259,0.375,1
19.8,45.99,7,34.47,1,29.0,1,1,3.17,0.096,0.367,0
31.0,45.75,24,37.71,0,5.2,0,0,2.13,0.139,0.379,0
18.8,24.47,7,24.28,2,0.2,0,0,4.66,0.207,0.319,0
14.4,54.84,9,42.75,0,11.6,0,1,1.36,0.554,0.154,0
21.9,8.44,13,20.23,1,2.3,0,0,3.43,0.239,0.272,0
1.0,78.81,2,5.0,2,10.7,0,1,3.12,0.482,0.379,1
29.3,54.61,11,39.0,0,20.0,1,0,2.81,0.577,0.069,0
11.9,63.38,2,46.03,2,18.6,1,0,3.58,0.288,0.301,0
26.8,56.91,9,51.22,0,23.4,0,0,1.09,0.503,0.578,0
20.9,44.23,11,55.74,0,3.1,0,0,4.73,0.043,0.233,0
6.8,31.11,3,13.53,1,5.6,0,2,2.16,0.324,0.177,0
15.8,44.56,5,41.38,1,23.9,1,1,3.53,0.554,0.046,0
7.4,60.05,4,51.56,1,4.1,1,0,5.84,0.275,0.511,0
18.3,30.19,5,38.88,0,4.9,1,3,3.63,0.555,0.164,0
41.8,47.83,19,37.08,1,22.5,0,0,3.71,0.438,0.26,0
18.4,12.42,9,45.32,0,26.0,1,0,11.58,0.242,0.47,0
6.6,30.45,2,54.67,2,6.9,0,2,1.0,0.195,0.08,1
24.6,29.54,13,38.25,1,41.1,0,2,5.97,0.507,0.293,0
6.2,75.25,5,42.25,1,36.0,0,0,2.71,0.401,0.178,1
30.2,20.93,15,27.63,3,18.3,1,2,7.02,0.259,0.298,0
5.3,52.17,4,25.95,0,35.0,0,0,4.33,0.096,0.456,0
27.5,73.7,15,15.23,3,76.3,1,1,2.13,0.576,0.509,0
8.6,63.1,4,10.49,3,56.3,1,1,2.35,0.726,0.285,0
19.8,72.39,11,46.32,0,2.7,0,0,1.61,0.189,0.068,1
24.8,75.06,16,35.81,1,9.6,0,0,1.89,0.333,0.016,0
15.6,46.01,10,35.76,2,25.7,1,1,3.36,0.491,0.197,0
9.5,53.55,3,48.75,1,1.8,0,1,1.95,0.425,0.405,0
16.1,48.51,10,65.68,0,2.9,1,0,1.36,0.885,0.528,0
11.9,53.65,6,39.46,3,10.3,0,1,2.53,0.775,0.307,0
13.5,52.59,5,19.98,0,0.1,1,0,5.34,0.131,0.395,0
3.0,75.91,2,38.96,1,11.6,0,1,2.75,0.154,0.135,1
21.5,50.25,10,50.94,0,10.0,0,0,1.04,0.111,0.382,0
15.3,27.83,4,11.83,0,24.6,1,0,9.15,0.491,0.296,0
2.2,55.73,1,55.81,0,1.9,0,0,1.25,0.129,0.429,1
10.0,58.15,5,24.23,1,11.7,0,1,10.06,0.246,0.279,0
1.3,30.2,1,59.31,1,65.7,0,2,8.23,0.273,0.29,0
13.8,29.47,8,35.92,2,42.0,1,0,1.35,0.051,0.337,1
19.4,62.12,11,23.84,0,25.1,0,1,3.73,0.459,0.587,0
7.6,35.41,7,46.43,2,76.4,1,0,6.95,0.233,0.318,1
7.1,37.56,3,27.65,2,1.9,0,0,8.48,0.234,0.202,0
9.5,36.69,6,5.0,1,5.8,0,0,11.34,0.691,0.22,0
7.1,49.41,5,33.87,2,3.0,1,0,0.72,0.54,0.297,0
6.0,64.86,3,62.75,1,28.9,0,2,6.51,0.375,0.357,1
1.9,57.04,0,26.21,1,39.0,0,0,6.8,0.041,0.093,0
6.9,36.68,4,12.2,2,20.5,0,0,4.03,0.365,0.428,1
3.1,69.09,0,21.97,1,6.0,0,0,3.41,0.411,0.521,0
29.2,60.65,14,29.18,1,2.6,0,0,6.48,0.532,0.109,0
32.8,62.86,16,60.64,2,15.7,0,1,2.26,0.425,0.113,0
18.6,62.28,6,11.73,1,3.2,1,0,4.42,0.263,0.105,0
28.2,35.74,10,33.22,1,3.5,1,1,5.45,0.537,0.094,0
6.4,28.44,6,18.13,1,16.3,0,2,5.03,0.559,0.171,0
19.2,38.91,12,44.92,2,2.0,0,1,4.7,0.112,0.159,0
18.9,62.83,7,53.95,2,48.9,1,0,0.79,0.413,0.146,0
16.3,23.76,4,44.24,1,4.6,0,1,8.53,0.191,0.579,0
9.3,21.33,4,40.54,2,35.0,0,0,0.33,0.517,0.032,0
13.0,12.35,11,20.44,1,17.1,0,0,1.4,0.088,0.242,0
15.8,22.39,2,31.47,1,3.4,1,0,2.04,0.193,0.426,0
15.5,30.8,12,38.68,1,72.0,0,1,2.14,0.291,0.306,0
5.7,47.24,6,58.9,0,14.7,1,0,3.83,0.498,0.199,0
31.5,24.27,18,19.54,1,5.6,0,2,9.57,0.412,0.072,0
13.8,56.92,10,26.72,2,5.1,0,1,1.37,0.521,0.444,0
22.5,45.81,9,41.81,0,2.8,1,0,0.7,0.621,0.148,0
8.3,8.23,4,57.12,2,16.5,0,0,1.55,0.502,0.772,0
18.4,44.67,21,27.89,4,19.4,0,0,3.75,0.662,0.27,1
14.5,47.55,4,71.32,1,17.4,1,0,5.57,0.698,0.219,0
6.2,79.5,6,28.39,1,36.9,0,0,0.58,0.376,0.105,0
13.2,49.36,7,21.1,4,1.4,0,2,4.79,0.647,0.307,0
10.3,13.15,9,32.55,3,0.6,0,2,4.38,0.379,0.204,0
11.1,49.13,5,25.25,1,37.4,0,1,6.39,0.53,0.044,0
25.3,48.14,7,40.24,0,2.6,0,1,4.12,0.89,0.214,0
12.0,55.89,11,50.37,1,3.1,0,1,5.2,0.357,0.311,1
24.3,92.47,8,49.31,0,15.5,0,0,1.86,0.242,0.13,0
19.7,35.34,11,49.67,1,10.4,1,1,3.36,0.069,0.075,0
14.3,33.25,11,32.55,2,22.0,1,1,2.02,0.171,0.394,0
26.3,53.44,11,39.36,0,4.2,0,0,5.04,0.25,0.183,0
24.9,77.86,9,14.84,1,36.7,0,0,2.43,0.134,0.283,0
14.3,57.08,1,22.44,0,4.9,0,2,5.83,0.243,0.22,1
15.1,38.83,10,52.71,1,11.3,0,0,5.42,0.699,0.252,0
26.5,62.73,14,34.92,0,0.5,1,0,3.46,0.247,0.137,0
20.5,77.29,9,37.2,0,66.6,0,0,4.14,0.24,0.254,1
31.3,31.16,12,43.51,3,6.9,0,0,2.45,0.295,0.558,1
11.8,26.99,7,5.91,1,15.2,0,0,5.61,0.374,0.318,0
4.8,46.01,3,42.56,4,13.0,0,0,4.95,0.501,0.241,0
7.4,50.42,4,31.18,1,10.3,1,0,0.69,0.331,0.334,0
2.1,69.91,2,49.87,3,4.0,0,0,3.02,0.343,0.298,0
7.0,36.56,7,36.36,1,19.3,0,1,3.09,0.443,0.355,0
20.4,52.23,9,23.43,1,16.2,0,0,1.54,0.313,0.175,0
12.0,73.02,5,34.15,0,11.6,0,2,5.22,0.373,0.323,1
6.2,49.03,0,19.6,1,15.9,1,0,4.52,0.465,0.116,0
8.4,37.89,6,57.66,2,21.0,0,1,1.63,0.464,0.166,1
16.3,55.26,11,43.55,1,39.4,1,0,4.06,0.485,0.097,0
8.8,39.05,2,54.37,2,5.2,1,0,0.5,0.253,0.299,0
11.0,51.08,6,51.17,0,29.5,1,1,10.66,0.345,0.145,0
3.2,41.64,4,26.46,0,33.8,0,1,0.82,0.235,0.336,1
28.8,42.4,17,40.49,3,27.3,0,2,4.12,0.123,0.223,1
31.6,37.75,18,43.45,2,34.1,1,4,2.94,0.282,0.202,0
6.5,34.67,1,48.44,1,17.3,1,0,0.64,0.557,0.673,1
10.0,62.89,5,48.45,1,0.4,0,2,0.34,0.391,0.363,0
1.8,48.42,0,31.15,1,23.8,0,1,14.18,0.368,0.343,0
27.2,67.93,12,47.29,1,39.6,1,0,13.74,0.752,0.81,0
4.2,5.0,2,43.22,2,6.1,0,1,3.47,0.408,0.174,0
12.7,35.64,8,24.71,0,27.3,0,0,1.49,0.317,0.107,1
5.4,31.67,3,28.84,2,2.4,1,0,1.52,0.501,0.18,0
12.9,40.43,6,47.2,1,20.8,1,1,4.33,0.795,0.495,0
23.7,26.42,13,36.71,1,1.2,1,3,1.61,0.382,0.282,0
19.6,16.07,9,36.65,2,15.9,1,0,1.5,0.733,0.556,0
20.6,57.1,9,27.68,0,41.9,0,1,1.64,0.012,0.426,1
3.8,34.32,2,53.81,1,9.5,0,0,1.42,0.13,0.295,0
12.5,55.0,13,57.94,2,4.1,1,2,1.87,0.143,0.2,0
45.1,23.79,16,28.9,0,22.7,1,0,15.52,0.363,0.248,0
15.6,15.55,7,50.24,0,37.4,0,0,3.13,0.426,0.291,0
13.3,49.34,8,47.6,1,7.2,1,0,0.79,0.374,0.215,1
10.6,56.39,4,30.2,1,17.0,0,3,2.41,0.145,0.445,0
14.5,33.92,9,29.9,2,21.6,0,0,3.57,0.489,0.336,1
12.9,26.69,6,48.5,0,9.9,1,1,2.96,0.02,0.072,0
40.0,67.49,20,12.18,1,1.4,0,0,1.03,0.26,0.224,0
22.7,43.97,11,6.08,0,35.5,1,1,3.91,0.477,0.122,0
11.8,27.03,6,56.85,2,36.4,1,0,3.2,0.282,0.292,0
22.0,18.05,14,38.74,1,2.2,1,0,9.74,0.896,0.055,0
7.0,32.61,3,44.5,1,17.7,1,2,4.1,0.239,0.676,0
12.8,37.9,7,74.91,0,26.3,0,0,3.84,0.44,0.354,0
8.8,58.73,4,41.39,1,1.9,1,1,1.15,0.418,0.28,0
20.9,44.7,13,44.55,2,37.5,1,0,0.75,0.23,0.332,0
12.1,42.56,9,34.87,4,8.7,1,0,6.47,0.315,0.078,0
14.4,28.52,8,31.41,3,17.8,1,1,1.0,0.356,0.299,1
11.4,69.85,5,20.49,2,9.4,0,0,8.67,0.566,0.142,0
16.8,62.58,9,46.85,1,15.0,0,1,4.33,0.401,0.114,0
21.2,61.14,13,39.81,2,21.5,1,0,1.22,0.176,0.279,0
31.7,43.9,16,23.79,1,24.6,0,0,2.79,0.622,0.187,0
10.5,52.22,12,52.62,0,10.3,0,1,1.26,0.211,0.472,0
5.7,5.0,1,30.37,2,2.4,0,1,3.8,0.719,0.143,0
17.5,48.64,12,39.67,0,8.4,0,1,1.34,0.156,0.236,0
4.4,79.61,1,46.6,1,36.0,0,0,5.57,0.644,0.053,0
10.3,34.55,4,41.72,0,17.8,0,0,3.4,0.246,0.085,0
3.3,27.26,2,35.48,4,11.9,1,2,1.98,0.432,0.146,1
68.9,42.44,32,18.17,1,22.2,1,0,2.36,0.333,0.441,0
29.0,29.49,11,41.77,2,34.0,1,0,6.34,0.145,0.301,0
27.2,28.37,9,53.09,1,42.7,1,1,4.75,0.809,0.3,0
32.7,49.77,18,21.09,1,25.6,1,0,6.07,0.682,0.455,0
25.2,59.84,10,18.23,0,1.9,1,0,1.4,0.643,0.187,0
15.6,49.93,6,60.36,0,5.1,0,0,1.98,0.422,0.215,0
16.0,24.37,9,23.38,1,67.2,0,0,2.2,0.419,0.446,1
30.6,32.95,15,29.85,1,25.7,0,0,4.38,0.56,0.268,1
32.0,50.78,16,33.62,1,44.5,1,1,6.63,0.359,0.277,0
6.1,56.83,2,50.52,1,15.1,0,0,3.73,0.331,0.115,0
11.8,41.26,3,16.82,4,2.1,0,3,3.11,0.031,0.075,1
14.0,28.92,10,33.89,1,3.1,1,2,6.49,0.513,0.304,0
25.7,58.94,10,20.79,0,63.4,0,0,2.89,0.236,0.232,0
7.0,77.62,4,69.04,0,8.4,1,1,9.38,0.091,0.048,0
6.4,65.23,5,29.0,0,9.8,0,1,6.96,0.197,0.508,1
4.1,80.72,1,23.42,0,73.2,0,0,2.66,0.313,0.268,1
8.9,33.82,5,27.32,1,12.9,1,0,0.61,0.501,0.013,1
10.2,63.57,3,35.25,2,0.3,1,0,1.34,0.216,0.493,1
36.7,68.19,25,40.33,1,15.8,0,1,2.35,0.312,0.08,1
23.7,36.23,15,48.69,1,26.2,0,0,3.72,0.552,0.165,0
25.7,30.14,9,26.08,0,15.6,0,1,9.32,0.094,0.457,0
5.5,27.7,2,26.63,1,20.9,1,0,2.08,0.354,0.123,0
11.3,43.36,7,7.0,1,14.5,1,0,3.19,0.115,0.083,0
21.7,17.9,13,21.81,2,5.1,1,1,3.44,0.073,0.293,0
14.8,75.41,5,28.77,1,1.8,0,1,4.02,0.506,0.236,0
19.2,21.89,11,61.14,1,0.3,0,1,4.55,0.394,0.226,0
4.1,52.59,0,39.14,4,23.2,0,0,3.9,0.433,0.699,0
14.3,5.0,12,32.8,0,9.8,1,0,0.5,0.768,0.577,0
22.5,81.81,12,61.05,1,14.3,0,0,2.21,0.509,0.547,0
5.7,67.49,0,34.03,3,2.5,0,0,3.18,0.202,0.155,1
2.5,16.31,2,25.42,3,16.2,0,0,0.43,0.252,0.577,0
5.5,50.49,2,25.86,2,5.7,0,1,2.01,0.363,0.285,0
30.4,40.65,11,21.36,1,33.8,1,0,3.17,0.126,0.42,0
4.7,47.79,3,25.98,4,18.2,0,1,3.79,0.444,0.238,0
13.5,56.44,6,38.78,0,1.3,0,1,1.31,0.245,0.467,0
2.4,30.59,0,35.08,1,4.8,1,0,3.2,0.389,0.157,0
6.4,44.03,2,53.72,0,5.3,1,1,4.07,0.554,0.232,1
15.4,12.43,5,43.04,1,32.5,1,0,1.91,0.189,0.191,0
13.3,46.5,10,52.79,0,13.4,0,0,5.27,0.191,0.095,0
27.2,7.94,12,58.77,2,20.6,0,0,1.6,0.64,0.184,0
17.8,68.5,8,49.49,0,13.4,1,1,2.92,0.718,0.126,0
5.7,18.63,5,25.18,1,10.4,1,1,7.68,0.335,0.503,0
11.1,50.3,5,35.32,3,34.7,0,2,0.36,0.64,0.228,0
9.5,59.92,8,55.0,0,34.6,0,0,5.34,0.172,0.126,1
1.3,78.55,0,60.11,1,36.8,0,1,3.81,0.395,0.547,0
37.3,76.92,20,41.15,0,62.9,0,1,1.83,0.315,0.168,0
13.7,70.09,5,68.51,0,8.0,0,1,2.61,0.413,0.193,1
15.6,44.71,6,31.7,1,24.5,0,0,3.03,0.234,0.2,0
21.2,65.08,7,44.13,1,8.2,0,0,1.02,0.443,0.165,1
21.4,49.97,14,17.26,1,44.6,1,0,8.28,0.199,0.37,0
23.0,51.5,9,40.54,1,15.0,0,0,8.69,0.293,0.318,0
9.9,33.84,7,49.23,0,9.3,0,1,2.88,0.52,0.387,0
9.0,76.35,0,58.19,2,0.2,0,1,1.66,0.578,0.543,1
27.9,30.55,12,5.0,1,22.5,0,0,2.91,0.225,0.106,0
38.0,25.73,18,16.37,2,12.1,0,4,2.28,0.38,0.167,0
2.4,52.34,1,31.02,1,2.0,0,1,16.2,0.297,0.185,0
27.2,12.74,9,5.0,1,9.6,1,0,7.48,0.389,0.525,0
11.1,47.12,3,41.02,0,14.4,0,0,1.38,0.553,0.215,0
12.6,74.42,4,64.09,0,8.1,0,1,2.31,0.263,0.118,0
1.0,52.47,1,33.38,0,29.4,0,1,7.96,0.539,0.133,0
13.5,45.57,8,50.94,0,26.6,1,0,1.68,0.203,0.559,0
8.4,29.88,1,38.29,1,2.5,0,0,4.33,0.594,0.311,1
1.2,17.96,5,25.48,2,14.4,1,1,9.67,0.773,0.824,0
29.8,60.54,10,20.5,1,12.3,1,0,0.61,0.292,0.081,0
15.5,45.5,4,48.31,2,28.0,0,0,3.05,0.369,0.112,0
