,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
27295,23,M,SAB2569,City,Basic Membership,2015-03-08,Yes,CID34249,Gift Vouchers/Coupons,?,Wi-Fi,11:22:38,11,92.97,35797.9,5.0,652.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
27296,55,F,OT9BAMC,City,No Membership,2017-11-19,Yes,CID53769,Without Offers,Smartphone,Wi-Fi,07:47:05,14,303.75,32232.28,25.0,523.68,Yes,No,Yes,Unsolved,Poor Website,1
27297,30,M,AGEM3D6,City,No Membership,2015-04-06,Yes,CID2795,Gift Vouchers/Coupons,Smartphone,Wi-Fi,00:46:18,7,128.31,32680.42,28.0,536.1,Yes,No,Yes,Unsolved,Poor Product Quality,1
27298,64,M,MNCECW9,City,No Membership,2016-12-13,?,CID43979,Without Offers,Desktop,Wi-Fi,21:39:01,14,224.78,40200.48,13.0,626.44,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
27299,53,M,84LPLUP,City,Gold Membership,2015-05-02,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11:56:57,-999,35.56,34268.49,16.0,834.88,No,Yes,Yes,No Information Available,Products always in Stock,0
27300,22,F,QVI4UM6,Town,No Membership,2017-08-25,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,03:24:39,15,176.85,30407.16,27.0,675.44,Yes,No,No,Not Applicable,Poor Website,1
27301,62,M,VSD754Z,Town,Silver Membership,2015-08-10,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,03:00:15,8,201.69,48304.9,22.0,754.92,No,Yes,No,Not Applicable,No reason specified,0
27302,61,M,MQRGGQE,Town,No Membership,2017-06-15,?,CID39993,Without Offers,Smartphone,Fiber_Optic,11:56:43,7,73.21,46685.68,12.0,660.16,No,Yes,Yes,Solved,No reason specified,1
27303,36,M,UL5SSTE,City,No Membership,2017-03-01,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:40:45,18,967.02425638265,5187.07,Error,644.01,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
27304,25,M,EKIRGRC,City,Silver Membership,2017-04-23,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,02:44:48,17,43.44,24544.59,10.0,,Yes,No,No,Not Applicable,Poor Customer Service,1
27305,42,F,7VA4XIB,Town,Basic Membership,2016-11-03,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,09:58:14,21,107.57,19738.9,29.0,,No,Yes,No,Not Applicable,Poor Product Quality,1
27306,34,M,V12GMNA,City,Basic Membership,2016-11-23,?,CID32792,Without Offers,Desktop,Wi-Fi,05:46:22,10,429.13,3011.66,17.0,636.52,No,Yes,No,Not Applicable,Poor Website,1
27307,12,F,VZKGP41,,Gold Membership,2015-06-06,?,CID15524,Without Offers,Smartphone,Mobile_Data,10:33:16,17,90.82,40096.08,27.0,625.46,No,Yes,No,Not Applicable,Too many ads,1
27308,31,F,S1P95YR,Village,Premium Membership,2015-11-25,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,09:01:05,6,31.12,12731.43,15.0,734.64,Yes,No,Yes,Solved,User Friendly Website,0
27309,46,M,MYXHBGX,Village,Gold Membership,2017-09-12,Yes,CID16002,Without Offers,Desktop,Mobile_Data,04:35:45,10,494.12,5315.05,Error,611.35,No,Yes,No,Not Applicable,Poor Website,1
27310,55,M,F0FEI3A,Town,No Membership,2015-06-15,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,04:29:48,10,303.49,41871.82,9.0,517.64,Yes,No,No,Not Applicable,Poor Website,1
27311,13,F,KCPPGQW,Town,Platinum Membership,2015-01-13,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,03:37:35,15,266.66,25428.18,25.0,1203.0921816843554,Yes,Yes,Yes,Solved,Poor Product Quality,0
27312,34,F,OOXLJXH,City,Silver Membership,2016-09-25,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,19:42:27,21,34.31,9568.6,20.0,1292.6744359975833,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
27313,10,M,RNMZ2LG,City,Premium Membership,2017-03-29,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:33:59,10,99.14,2840.11,28.0,,No,Yes,Yes,Solved,Poor Customer Service,0
27314,46,F,XUTGV7G,,No Membership,2016-07-25,?,CID63335,Without Offers,Smartphone,Fiber_Optic,18:57:35,10,208.58,3555.21,19.0,100.22652540293323,Yes,Yes,No,Not Applicable,Poor Website,1
27315,21,F,DVOTCYJ,,Gold Membership,2015-02-23,Yes,CID46606,Credit/Debit Card Offers,Both,Fiber_Optic,07:23:14,14,549.42,17978.27,18.0,613.17,No,Yes,No,Not Applicable,No reason specified,1
27316,44,F,E31BUWA,City,Silver Membership,2017-01-26,Yes,CID37081,Gift Vouchers/Coupons,Both,Mobile_Data,15:19:02,11,1090.46,31686.9,23.0,605.3,Yes,No,No,Not Applicable,Too many ads,1
27317,31,F,UIS9W71,City,No Membership,2017-01-20,Yes,CID27748,Gift Vouchers/Coupons,Desktop,Wi-Fi,01:56:10,18,32.63,35380.05,15.0,633.5,Yes,No,No,Not Applicable,Poor Customer Service,1
27318,41,M,CH0O120,Town,Gold Membership,2016-04-23,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:03:30,19,366.79,16264.22,16.0,392.8459320309156,Yes,No,Yes,No Information Available,Poor Product Quality,0
27319,35,F,L1Z1IE4,,Platinum Membership,2015-01-06,Yes,CID40328,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:44:47,7,43.81,41303.35,10.0,812.31,No,Yes,Yes,No Information Available,Reasonable Price,0
27320,32,M,ES9QA13,Town,Basic Membership,2016-10-15,?,CID45923,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,04:15:24,9,105.67,7560.71,5.0,1052.667848703222,Yes,No,No,Not Applicable,Poor Website,1
27321,64,M,XTIOOTS,City,Silver Membership,2015-10-21,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:13:56,17,364.84,13922.41,20.0,531.5396295317448,Yes,Yes,Yes,No Information Available,Poor Product Quality,0
27322,34,M,TIEYJM3,Town,Gold Membership,2015-03-06,Yes,CID51069,Credit/Debit Card Offers,Smartphone,Mobile_Data,14:48:05,13,34.73,33659.32,10.0,707.74,No,Yes,No,Not Applicable,Poor Product Quality,0
27323,17,F,3XC9ZBX,Town,Gold Membership,2015-07-17,?,CID27701,Credit/Debit Card Offers,Desktop,Fiber_Optic,06:21:33,11,83.44,23491.26,15.0,706.22,No,Yes,Yes,Solved,Products always in Stock,0
27324,44,F,8127UHZ,City,Gold Membership,2016-09-29,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,19:10:03,11,536.77,44884.9,Error,623.12,Yes,No,Yes,Solved in Follow-up,Poor Website,1
27325,40,F,5Y22348,,No Membership,2017-09-28,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,07:14:19,11,2200.929917549795,26756.54,16.0,638.27,Yes,No,No,Not Applicable,Poor Product Quality,1
27326,21,M,SJMH6YS,Town,No Membership,2016-02-16,?,CID3405,Without Offers,?,Mobile_Data,05:11:39,9,287.03,38011.28,17.0,646.15,Yes,No,Yes,No Information Available,No reason specified,1
27327,18,M,RN1DEPK,Village,Gold Membership,2015-05-14,Yes,CID37348,Gift Vouchers/Coupons,?,Mobile_Data,03:16:47,6,972.06,28887.3,11.0,,Yes,No,No,Not Applicable,Poor Website,1
27328,21,M,PW3E6KR,Town,Basic Membership,2015-03-26,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:19:44,17,427.38,5825.98,Error,520.95,Yes,Yes,Yes,Solved,Poor Website,1
27329,16,F,9F5DFA8,Village,Premium Membership,2015-09-14,Yes,CID61335,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:27:26,5,78.85,6660.87,5.0,783.1,Yes,No,Yes,Solved,Too many ads,0
27330,52,F,TBGRBQP,Village,Silver Membership,2015-03-15,?,CID11538,Without Offers,Smartphone,Fiber_Optic,08:15:49,8,41.58,28616.52,25.0,639.74,Yes,No,No,Not Applicable,No reason specified,1
27331,24,M,VGNA7TH,,Platinum Membership,2015-08-11,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:31:59,19,460.69,6022.06,27.0,1115.078653216853,Yes,No,Yes,Solved in Follow-up,No reason specified,0
27332,64,M,NHZYSGQ,Town,Platinum Membership,2016-02-05,?,CID47778,Credit/Debit Card Offers,?,Wi-Fi,04:04:56,20,131.15,54936.09,4.0,482.18416327605047,No,Yes,Yes,Solved,Reasonable Price,0
27333,39,M,PT6RBTH,Town,Gold Membership,2015-03-16,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,07:10:21,17,433.0,49228.67,24.0,639.28,Yes,No,Yes,Solved in Follow-up,Too many ads,1
27334,38,M,Z9U2NSH,Town,Platinum Membership,2016-11-06,Yes,CID53016,Gift Vouchers/Coupons,Both,Wi-Fi,01:40:04,18,236.65,23862.15,1.0,784.05,Yes,Yes,No,Not Applicable,Reasonable Price,0
27335,62,F,984ECVH,City,Gold Membership,2017-08-14,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:38:57,9,88.72,40182.72,13.0,394.8698055243605,No,Yes,No,Not Applicable,Poor Product Quality,0
27336,45,F,B2CP6Y0,City,Basic Membership,2016-04-07,Yes,CID58520,Gift Vouchers/Coupons,Both,Fiber_Optic,12:18:15,8,-673.9546319756444,11197.81,20.0,517.68,No,Yes,Yes,Unsolved,Poor Product Quality,1
27337,41,F,8GV8N4B,Town,No Membership,2017-01-18,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,17:31:04,15,308.7,36454.67,14.0,536.7,Yes,No,No,Not Applicable,Poor Website,1
27338,21,F,6Y4LIX5,City,Gold Membership,2017-12-03,?,CID1333,Without Offers,Smartphone,Mobile_Data,22:23:25,19,170.95,35906.34,19.0,703.83,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0
27339,18,M,J023PS1,Village,Silver Membership,2016-12-22,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:04:08,-999,396.53,18342.48,23.0,709.49,No,Yes,Yes,Unsolved,Poor Customer Service,0
27340,27,M,JAZR7VO,City,Gold Membership,2015-10-26,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,09:35:32,16,30.11,54365.25,18.0,1335.774094994363,No,Yes,No,Not Applicable,Quality Customer Care,0
27341,15,M,GFRWHNP,,Gold Membership,2015-11-11,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,22:22:44,10,128.82,47274.62,12.0,694.73,Yes,No,Yes,Solved in Follow-up,Poor Website,1
27342,25,F,ZCD1VI4,City,Basic Membership,2017-09-02,Yes,CID26387,Gift Vouchers/Coupons,?,Fiber_Optic,05:59:12,7,148.16,35580.7,21.0,637.81,Yes,No,No,Not Applicable,Too many ads,1
27343,31,F,XW4OWRC,,Gold Membership,2015-08-24,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,08:23:24,12,164.81,17838.31,26.0,356.29658056373086,Yes,No,No,Not Applicable,Poor Customer Service,1
27344,43,F,OSFXTZS,Town,Silver Membership,2016-03-02,?,CID40748,Credit/Debit Card Offers,?,Wi-Fi,19:35:28,13,96.58,22278.92,12.0,666.02,No,Yes,Yes,No Information Available,Poor Product Quality,1
27345,17,F,WSX5HV5,Town,Silver Membership,2016-05-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:40:26,17,33.17,22947.96,21.0,671.86,Yes,No,No,Not Applicable,Poor Website,1
27346,49,M,H7MFAMD,Town,Premium Membership,2016-11-28,Yes,CID59426,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:11:49,9,-885.8521505330791,57860.54,15.0,761.68,No,Yes,No,Not Applicable,Reasonable Price,0
27347,32,M,9O04NFG,City,Silver Membership,2015-12-09,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:35:00,1,31.92,29130.95,29.0,796.85,No,Yes,Yes,No Information Available,Poor Customer Service,0
27348,41,M,PXGRXWB,Town,No Membership,2015-03-31,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,08:35:40,16,163.45,6345.54,10.0,550.53,Yes,No,Yes,Solved,Poor Customer Service,1
27349,38,F,A5CJHUH,Town,Premium Membership,2017-04-20,Yes,CID62518,Without Offers,Desktop,Fiber_Optic,21:35:12,9,554.58,36205.03,13.0,,Yes,No,Yes,Solved,Poor Product Quality,0
27350,55,F,GWFH7PX,,Premium Membership,2015-08-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:27:38,-999,255.5,28530.52,7.0,797.22,Yes,Yes,No,Not Applicable,Reasonable Price,0
27351,17,F,17UBZPJ,Village,Premium Membership,2015-01-28,Yes,CID56534,Without Offers,?,Mobile_Data,12:02:03,7,1002.49,44045.72,8.0,750.8,Yes,Yes,No,Not Applicable,Poor Product Quality,0
27352,57,F,5Q467IV,Village,Platinum Membership,2016-06-26,Yes,CID24097,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:14:06,7,145.37,63386.9,Error,796.44,No,Yes,No,Not Applicable,Products always in Stock,0
27353,49,F,YBOM1XF,Town,Basic Membership,2016-02-14,Yes,CID63145,Gift Vouchers/Coupons,?,Fiber_Optic,16:25:51,13,124.28,19178.14,8.0,518.14,No,Yes,Yes,No Information Available,Poor Customer Service,1
27354,34,F,1LHZ357,City,No Membership,2016-11-05,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,06:29:09,12,205.27,40977.25,5.0,568.14,No,Yes,Yes,Unsolved,Poor Customer Service,1
27355,20,M,9KOAVZJ,Village,Gold Membership,2017-06-03,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:33:21,8,66.85,9898.13,14.0,609.84,Yes,No,No,Not Applicable,No reason specified,1
27356,55,F,Z4P5OTZ,Town,Basic Membership,2015-02-10,Yes,CID35562,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15:14:23,10,261.26,41053.85,6.0,663.7,Yes,No,No,Not Applicable,Poor Customer Service,1
27357,13,F,UYJ46DR,City,Silver Membership,2015-10-27,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:36:56,7,342.74,18489.65,10.0,662.22,Yes,No,Yes,Solved,No reason specified,1
27358,32,M,30FUWQO,,No Membership,2015-02-19,Yes,CID19451,Credit/Debit Card Offers,Smartphone,Wi-Fi,07:17:13,16,615.47,16486.05,Error,-213.71029049079968,Yes,Yes,Yes,No Information Available,No reason specified,1
27359,61,M,NTYFWOP,Town,Basic Membership,2017-06-17,Yes,CID35586,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:28:47,20,293.65,3613.99,28.39751796108111,682.14,Yes,No,Yes,Solved,Poor Customer Service,1
27360,22,F,68CFVZ3,City,Basic Membership,2017-09-12,?,CID46973,Without Offers,?,Fiber_Optic,14:04:59,21,219.21,23702.75,25.0,558.13,No,Yes,Yes,Unsolved,Poor Product Quality,1
27361,50,M,0GCYBNR,Town,No Membership,2015-02-18,?,CID36035,Without Offers,?,Wi-Fi,20:54:07,20,118.27,17177.47,25.0,646.16,No,Yes,No,Not Applicable,No reason specified,0
27362,45,F,GDRD2KT,Town,No Membership,2015-01-15,Yes,CID9210,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:23:41,6,32.13,26966.44,13.0,639.47,No,Yes,No,Not Applicable,Poor Website,1
27363,60,F,T85V5W1,City,Basic Membership,2017-10-02,Yes,CID19081,Without Offers,Smartphone,Wi-Fi,17:57:37,3,42.02,14534.84,20.0,-8.241215910782444,Yes,No,No,Not Applicable,Too many ads,1
27364,14,M,ABJ07DH,Town,No Membership,2016-07-14,?,CID18240,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:25:42,19,31.0,13971.16,18.0,708.67,No,Yes,No,Not Applicable,Poor Product Quality,1
27365,34,F,XKAUDB0,Town,Silver Membership,2015-06-21,Yes,CID6888,Gift Vouchers/Coupons,?,Mobile_Data,01:11:42,8,747.19,10786.2,9.0,128.71388818032014,No,Yes,No,Not Applicable,Poor Product Quality,1
27366,61,F,NZQGQ5V,Town,No Membership,2015-02-05,No,xxxxxxxx,Without Offers,?,Fiber_Optic,21:33:49,12,397.13,26263.04,27.0,575.36,Yes,Yes,No,Not Applicable,Poor Product Quality,0
27367,40,M,PYB76AQ,City,Platinum Membership,2017-06-04,Yes,CID49910,Credit/Debit Card Offers,Smartphone,Mobile_Data,13:30:50,11,34.24,35368.01,10.0,787.34,Yes,No,No,Not Applicable,Too many ads,0
27368,29,M,NQ76BR6,Town,Platinum Membership,2015-11-24,Yes,CID46415,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:31:53,17,211.69,40527.41,23.0,745.95,No,Yes,No,Not Applicable,No reason specified,0
27369,59,F,HOFNJ14,Town,Basic Membership,2016-02-17,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,00:34:29,11,211.53,8793.67,13.0,699.68,Yes,No,No,Not Applicable,Poor Customer Service,1
27370,37,M,5ZJ9H8Q,City,Silver Membership,2016-08-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:09:51,21,52.39,44952.12,6.0,726.91,Yes,No,Yes,Unsolved,Reasonable Price,0
27371,27,M,DQ5O1H1,Town,Gold Membership,2015-02-04,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:12:58,17,194.55,31266.73,22.0,705.45,Yes,No,Yes,Solved,No reason specified,0
27372,33,M,8V1MBJB,Town,Platinum Membership,2015-05-03,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,19:11:31,24,217.09,58973.06,18.0,725.55,No,Yes,Yes,Solved,Quality Customer Care,0
27373,17,M,AEYLWB6,Village,Basic Membership,2017-10-12,?,CID34231,Without Offers,Desktop,Wi-Fi,03:07:16,20,196.56,4344.19,-10.531178080570257,559.54,Yes,No,No,Not Applicable,Too many ads,1
27374,58,M,8EYBI44,,Platinum Membership,2015-01-02,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:30:13,19,94.54,23812.06,32.293860317087024,741.43,No,Yes,Yes,No Information Available,Poor Website,0
27375,54,F,SCK8951,Town,Premium Membership,2016-08-08,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,08:49:55,11,189.55,7125.36,14.0,733.84,Yes,No,No,Not Applicable,Poor Website,0
27376,33,M,ZC92TNX,,Gold Membership,2015-02-21,?,CID14122,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:38:49,2,335.13,18655.2,19.0,634.19,No,Yes,Yes,Solved,Poor Product Quality,1
27377,27,F,H4CSRHG,Town,No Membership,2015-07-24,?,CID23085,Without Offers,Smartphone,Wi-Fi,13:01:56,21,258.68,44056.7,17.0,,Yes,No,No,Not Applicable,Poor Product Quality,1
27378,38,F,I5G52GB,Town,Gold Membership,2017-08-24,Yes,CID43775,Without Offers,Smartphone,Mobile_Data,19:40:46,16,146.4,23086.66,18.0,626.26,No,Yes,No,Not Applicable,Too many ads,1
27379,27,M,UKVOAJU,Town,Platinum Membership,2017-03-27,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,05:05:31,17,267.32,34491.38,3.6587630261755706,410.992223348712,No,Yes,No,Not Applicable,Too many ads,0
27380,25,M,7RYJK9U,City,No Membership,2016-12-07,?,CID38296,Credit/Debit Card Offers,?,Fiber_Optic,22:13:57,19,190.57,32773.89,15.0,,Yes,No,Yes,No Information Available,Poor Website,0
27381,26,F,IBS990B,City,Silver Membership,2016-06-21,Yes,CID52810,Without Offers,Both,Wi-Fi,11:16:01,6,509.68,18529.76,12.0,,Yes,No,No,Not Applicable,Poor Customer Service,0
27382,49,F,CHCSYJX,City,Gold Membership,2015-05-29,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,07:20:32,9,30.74,10390.77,24.0,1097.5464855470964,Yes,No,Yes,Solved in Follow-up,Too many ads,1
27383,15,M,K0KG58I,Town,Silver Membership,2016-07-14,Yes,CID38626,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:06:44,16,57.63,7151.68,-6.92826551712837,679.71,Yes,No,Yes,Unsolved,Too many ads,1
27384,21,F,X42LKXK,Town,Silver Membership,2015-11-25,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,23:39:39,14,32.19,41748.28,Error,711.43,Yes,No,Yes,Unsolved,Too many ads,0
27385,50,M,J3HBPPB,City,Basic Membership,2015-09-24,Yes,CID43520,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,03:42:28,7,1442.4997302302977,37761.58,11.0,615.67,Yes,Yes,Yes,Unsolved,Poor Website,1
27386,48,M,JA0M3CY,City,Platinum Membership,2016-01-10,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,05:18:03,10,33.12,12022.82,41.96855077628241,782.39,No,Yes,Yes,Solved in Follow-up,Too many ads,0
27387,49,M,FMB7BCT,Village,No Membership,2017-09-01,?,CID14610,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:29:05,19,178.98,3943.67,23.0,659.99,No,Yes,Yes,Solved in Follow-up,Poor Website,1
27388,47,M,M5WCI4T,City,Gold Membership,2016-04-10,No,xxxxxxxx,Without Offers,Both,Mobile_Data,23:30:36,17,-661.5585002420132,38699.06,15.0,,Yes,Yes,Yes,Solved,No reason specified,0
27389,45,F,49IYBDJ,Town,Basic Membership,2016-07-30,Yes,CID45245,Credit/Debit Card Offers,?,Fiber_Optic,17:09:30,12,289.573866101576,42073.84,11.0,580.73,Yes,No,No,Not Applicable,Poor Customer Service,1
27390,30,M,GRGLUWZ,,No Membership,2015-06-26,Yes,CID41830,Credit/Debit Card Offers,Desktop,Mobile_Data,10:25:33,8,625.99,15806.96,20.0,-39.74746762262589,Yes,No,No,Not Applicable,No reason specified,1
27391,52,M,JKHPPBI,City,Gold Membership,2016-12-07,Yes,CID16777,Credit/Debit Card Offers,Desktop,Wi-Fi,17:47:32,12,57.11,20693.83,2.0,809.93,Yes,No,No,Not Applicable,Reasonable Price,0
27392,63,F,6JFF5LK,Town,Premium Membership,2017-01-10,Yes,CID36891,Credit/Debit Card Offers,Both,Mobile_Data,22:55:16,15,613.8,3728.2,16.0,840.79,Yes,Yes,Yes,Solved,Products always in Stock,0
27393,61,F,F185RRJ,Town,Gold Membership,2017-12-25,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,06:43:50,22,455.06,43158.12,18.0,716.28,Yes,No,No,Not Applicable,No reason specified,1
27394,33,M,UXWT456,Village,Basic Membership,2016-12-11,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,09:35:50,14,65.9,18091.85,6.0,667.01,Yes,No,No,Not Applicable,Poor Product Quality,1
27395,21,F,2ZUJ37Q,City,No Membership,2017-06-09,?,CID38409,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:01:03,-999,323.42,43834.83,19.0,,Yes,No,No,Not Applicable,Too many ads,1
27396,41,F,B35CPD4,Village,No Membership,2017-02-25,Yes,CID22666,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:26:37,17,97.24,34640.78,19.0,696.17,No,Yes,Yes,Solved in Follow-up,Poor Website,1
27397,19,M,TS6OVGA,Town,Platinum Membership,2017-12-28,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,10:17:26,13,105.19,32291.05,17.0,732.01,No,Yes,No,Not Applicable,No reason specified,0
27398,29,F,73VVYGU,Town,Gold Membership,2015-09-21,Yes,CID41865,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:30:58,15,99.87,52418.53,19.0,,No,Yes,No,Not Applicable,Quality Customer Care,0
27399,11,M,F63AORE,City,Silver Membership,2015-10-15,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:30:02,14,33.21,5698.84,26.0,744.76,Yes,No,Yes,Unsolved,Too many ads,0
27400,20,M,FN8MPW5,City,No Membership,2016-06-17,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,02:36:20,18,383.58,918.88,15.0,640.98,Yes,No,Yes,Solved in Follow-up,No reason specified,1
27401,40,F,K6AT77H,City,Basic Membership,2015-06-13,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:31:17,10,189.35,7940.69,5.0,637.17,Yes,No,Yes,Solved,Poor Customer Service,1
27402,29,M,2GLTLNN,City,Gold Membership,2016-06-07,?,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,13:49:52,15,1252.4506708368044,16452.65,7.0,1203.0669306709729,Yes,No,Yes,No Information Available,Poor Website,0
27403,15,F,GCE802Y,City,Gold Membership,2017-10-12,?,CID22680,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:03:35,14,193.26,25719.64,25.0,710.59,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
27404,10,M,9V65HKU,Town,Gold Membership,2016-12-27,Yes,CID3210,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:35:40,19,30.92,55031.21,12.0,734.81,Yes,No,No,Not Applicable,User Friendly Website,0
27405,21,M,0YYYVVB,Town,No Membership,2017-02-27,Yes,CID56225,Credit/Debit Card Offers,Smartphone,Mobile_Data,21:34:59,8,105.15,22693.3,6.0,604.35,No,Yes,No,Not Applicable,Too many ads,1
27406,41,F,ASYPL5X,,Silver Membership,2015-11-22,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,15:10:46,14,172.65,28569.5,6.0,764.68,Yes,No,No,Not Applicable,Poor Product Quality,0
27407,46,F,5LNCCK4,City,Silver Membership,2017-01-04,?,CID2392,Without Offers,Desktop,Fiber_Optic,20:12:28,5,245.12,3089.21,29.0,,Yes,Yes,No,Not Applicable,Poor Website,0
27408,17,F,UL4B424,Town,Silver Membership,2017-02-13,Yes,CID43048,Credit/Debit Card Offers,Desktop,Wi-Fi,17:18:38,8,36.58,41374.38,Error,661.35,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
27409,39,M,R2XQL4L,,Gold Membership,2015-08-24,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:26:09,4,464.48,39397.63,13.0,760.16,No,Yes,No,Not Applicable,Quality Customer Care,0
27410,36,M,LW0YEPK,City,Basic Membership,2015-06-02,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:49,18,409.45,16258.04,27.0,624.3,Yes,No,No,Not Applicable,No reason specified,1
27411,32,F,EUFLHSX,City,Silver Membership,2015-07-14,Yes,CID46375,Without Offers,Smartphone,Wi-Fi,22:06:54,18,1317.0213400639466,42696.79,27.0,768.37,Yes,No,Yes,Unsolved,Poor Customer Service,0
27412,26,F,6RZQ12C,Village,Platinum Membership,2017-07-27,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:44:24,17,137.23,15952.93,27.0,866.4861974745078,No,Yes,Yes,No Information Available,Too many ads,0
27413,40,M,8BERR0Z,City,Platinum Membership,2015-03-27,Yes,CID46908,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:50:36,13,32.98,14335.63,27.0,738.89,No,Yes,No,Not Applicable,Too many ads,0
